Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
SRJ,SRJ.AX,SRJ Technologies Group plc,Energy,14059900,151181720.0,0.093
14D,14D.AX,1414 Degrees Limited,Industrials,14051900,238167797.0,0.059
EMC,EMC.AX,Everest Metals Corporation Ltd,Energy,14042300,163282558.0,0.086
WCN,WCN.AX,White Cliff Minerals Limited,Materials,14042200,1276563636.0,0.011
CST,CST.AX,Castile Resources Limited,Materials,14030300,241901724.0,0.058
ACU,ACU.AX,Acumentis Group Limited,Real Estate,13963200,218175000.0,0.064
ADEF,ADEF.AX,Apostle Dundas Global Equity Fund ,Financials,13944900,2766845.0,5.04
ETR,ETR.AX,Entyr Limited,Industrials,13881700,1983100000.0,0.007
TTT,TTT.AX,Titomic Limited,Materials,13865800,866612500.0,0.016
RVS,RVS.AX,Revasum Inc.,Information Technology,13769200,105916923.0,0.13
CUF,CUF.AX,CuFe Ltd,Materials,13753300,1057946154.0,0.013
LGM,LGM.AX,Legacy Minerals Holdings Limited,Materials,13730000,83212121.0,0.165
CAV,CAV.AX,Carnavale Resources Ltd,Materials,13694200,3423550000.0,0.004
TRP,TRP.AX,Tissue Repair Ltd,Health Care,13673000,55808163.0,0.245
EFE,EFE.AX,Eastern Resources Limited,Materials,13661400,1241945455.0,0.011
SLM,SLM.AX,Solis Minerals Limited,Materials,13623500,77848571.0,0.175
CGR,CGR.AX,CGN Resources Limited,Materials,13616700,90778000.0,0.15
GMN,GMN.AX,Gold Mountain Limited,Materials,13614500,2269083333.0,0.006
KNG,KNG.AX,Kingsland Minerals Ltd,Materials,13579300,49379273.0,0.275
VAL,VAL.AX,Valor Resources Limited,Materials,13556700,4518900000.0,0.003
S66,S66.AX,Star Combo Pharma,Consumer Staples,13508300,135083000.0,0.1
PSL,PSL.AX,Paterson Resources Limited,Materials,13508000,397294118.0,0.034
EGY,EGY.AX,Energy Technologies,Industrials,13506400,337660000.0,0.04
CDT,CDT.AX,Castle Minerals Limited,Materials,13469400,1224490909.0,0.011
PGTX,PGTX.AX,Platinum Global Transition Fund (Quoted Managed Hedge Fund) ,Financials,13454200,12633052.0,1.065
MEM,MEM.AX,Memphasys Limited,Health Care,13433300,959521429.0,0.014
CAZ,CAZ.AX,Cazaly Resources Limited,Materials,13430100,395002941.0,0.034
HTG,HTG.AX,Harvest Technology Group Limited,Information Technology,13413300,705963158.0,0.019
FTL,FTL.AX,Firetail Resources Limited,Materials,13401500,148905556.0,0.09
HMG,HMG.AX,Hamelin Gold Limited,Materials,13387500,157500000.0,0.085
RGL,RGL.AX,Riversgold Limited,Materials,13317700,951264286.0,0.014
COV,COV.AX,Cleo Diagnostics Limited,Health Care,13299800,73887778.0,0.18
WSI,WSI.AX,Weststar Industrial Limited,Materials,13291800,110765000.0,0.12
AML,AML.AX,Aeon Metals,Materials,13156800,1096400000.0,0.012
AKN,AKN.AX,Auking Mining Limited,Materials,13130200,230354386.0,0.057
DTR,DTR.AX,Dateline Resources Limited,Materials,13129500,1312950000.0,0.01
TFL,TFL.AX,TasFoods Limited,Consumer Staples,13112900,437096667.0,0.03
MM1,MM1.AX,Midas Minerals Ltd,Materials,13012100,86747333.0,0.15
BTN,BTN.AX,Butn Limited,Financials,12994300,183018310.0,0.071
ANX,ANX.AX,Anax Metals Limited,Materials,12984800,480918519.0,0.027
JBY,JBY.AX,James Bay Minerals Limited,Materials,12978000,32445000.0,0.4
HAR,HAR.AX,Haranga Resources Limited,Materials,12833700,65813846.0,0.195
FNX,FNX.AX,Finexia Financial Group Limited,Financials,12826700,48402642.0,0.265
DRIV,DRIV.AX,BetaShares Electric Vehicles and Future Mobility ETF ,Financials,12819300,1473483.0,8.7
MQR,MQR.AX,Marquee Resources Limited,Materials,12814900,413383871.0,0.031
PTR,PTR.AX,Petratherm Limited,Materials,12810800,224750877.0,0.057
MRZ,MRZ.AX,Mont Royal Resources Limited,Materials,12755700,82294839.0,0.155
USHY,USHY.AX,Global X USD High Yield Bond ETF (Currency Hedged) ,Financials,12725600,1250059.0,10.18
AVE,AVE.AX,Avecho Biotechnology Limited,Health Care,12677200,3169300000.0,0.004
LSA,LSA.AX,Lachlan Star Limited,Materials,12662000,207573770.0,0.061
ME1,ME1.AX,Melodiol Global Health Limited,Health Care,12654100,4218033333.0,0.003
EQE,EQE.AX,Equus Mining Limited,Materials,12653700,253074000.0,0.05
BEO,BEO.AX,Beonic Ltd,Information Technology,12590600,419686667.0,0.03
TNY,TNY.AX,Tinybeans Group Limited,Communication Services,12575800,83838667.0,0.15
CR9,CR9.AX,Corella Resources Ltd,Materials,12557500,465092593.0,0.027
PXX,PXX.AX,PolarX Limited,Materials,12476900,1559612500.0,0.008
ACR,ACR.AX,Acrux Limited,Health Care,12414200,288702326.0,0.043
MFOA,MFOA.AX,Milford Australian Absolute Growth Fund Quoted Class (Hedge Fund) ,Financials,12398800,1197952.0,10.35
CLZ,CLZ.AX,Classic Minerals Limited,Materials,12357100,12357100000.0,0.001
M4M,M4M.AX,Macro Metals Limited,Materials,12335400,2467080000.0,0.005
GPR,GPR.AX,Geopacific Resources Limited,Materials,12325800,821720000.0,0.015
CZN,CZN.AX,Corazon Mining Limited,Materials,12312000,615600000.0,0.02
CDD,CDD.AX,Cardno Limited,Industrials,12304100,39060635.0,0.315
VKA,VKA.AX,Viking Mines Limited,Materials,12303100,1025258333.0,0.012
REC,REC.AX,Recharge Metals Limited,Materials,12248700,111351818.0,0.11
BGT,BGT.AX,Bio-Gene Technology Limited,Materials,12178800,196432258.0,0.062
HGL,HGL.AX,Hudson Investment Group Limited,Real Estate,12168800,59360000.0,0.205
HJZP,HJZP.AX,Hejaz Property Fund (Managed Fund) ,Financials,12159800,15895163.0,0.765
1AE,1AE.AX,Aurora Energy Metals Limited,Materials,12099700,159206579.0,0.076
SHO,SHO.AX,Sportshero Limited,Communication Services,12075000,575000000.0,0.021
GLPR,GLPR.AX,iShares Core FTSE Global Property Ex Australia (AUD Hedged) ETF ,Financials,12030000,500000.0,24.06
HMD,HMD.AX,HeraMED Limited,Health Care,12019100,279513953.0,0.043
BFC,BFC.AX,Beston Global Food Company,Consumer Staples,11982300,1997050000.0,0.006
S3GO,S3GO.AX,Firetrail S3 Global Opportunities Fund (Managed Fund) ,Financials,11978700,2390958.0,5.01
SI6,SI6.AX,SI6 Metals Limited,Materials,11963200,1993866667.0,0.006
TRT,TRT.AX,Todd River Resources Limited,Materials,11892600,1486575000.0,0.008
MAT,MAT.AX,Matsa Resources Limited,Materials,11891900,475676000.0,0.025
MBK,MBK.AX,Metal Bank Limited,Materials,11857000,359303030.0,0.033
LML,LML.AX,Lincoln Minerals Limited,Materials,11856900,1693842857.0,0.007
ATOM,ATOM.AX,Global X Uranium ETF ,Financials,11848000,800000.0,14.81
HYT,HYT.AX,HyTerra Ltd,Energy,11812500,562500000.0,0.021
TOY,TOY.AX,Toys R Us ANZ Limited,Consumer Discretionary,11789600,982466667.0,0.012
CPN,CPN.AX,Caspin Resources Limited,Materials,11783200,94265600.0,0.125
ALY,ALY.AX,Alchemy Resources Limited,Materials,11780800,1178080000.0,0.01
MHC,MHC.AX,Manhattan Corporation Limited,Materials,11747900,2936975000.0,0.004
MRD,MRD.AX,Mount Ridley Mines Limited,Materials,11677300,7784866667.0,0.0015
ASR,ASR.AX,Asra Minerals Limited,Materials,11649600,1456200000.0,0.008
ZLD,ZLD.AX,Zelira Therapeutics Limited,Health Care,11574100,11347157.0,1.02
HGV,HGV.AX,Hygrovest Limited,Financials,11567100,210310909.0,0.055
NFL,NFL.AX,Norfolk Metals Limited,Materials,11523500,30325000.0,0.38
CTO,CTO.AX,Citigold Corporation Limited,Materials,11494600,2298920000.0,0.005
BAOR,BAOR.AX,Aoris International Fund (Managed Fund) Class B ,Financials,11488600,5270000.0,2.18
EVG,EVG.AX,Evion Group NL,Materials,11416700,345960606.0,0.033
CAG,CAG.AX,Cape Range Limited,Information Technology,11389000,94908333.0,0.12
RAG,RAG.AX,Ragnar Metals Limited,Materials,11375500,494586957.0,0.023
GCM,GCM.AX,Green Critical Minerals Limited,Materials,11365800,1136580000.0,0.01
AYA,AYA.AX,Artrya Limited,Health Care,11346900,63038333.0,0.18
RIE,RIE.AX,Riedel Resources Limited,Materials,11326700,2059400000.0,0.0055
ARN,ARN.AX,Aldoro Resources Limited,Materials,11308400,134623810.0,0.084
NSX,NSX.AX,NSX Limited,Financials,11233500,401196429.0,0.028
SSH,SSH.AX,SSH Group Ltd,Industrials,11203000,65900000.0,0.17
TMB,TMB.AX,Tambourah Metals Ltd,Materials,11196900,82940000.0,0.135
FG1,FG1.AX,Flynn Gold Limited,Materials,11183400,136382927.0,0.082
SLS,SLS.AX,Solstice Minerals Limited,Materials,11031500,100286364.0,0.11
VTI,VTI.AX,Visioneering Technologies Inc,Health Care,11028200,51293953.0,0.215
KBC,KBC.AX,Keybridge Capital Limited,Financials,10988900,207337736.0,0.053
BUY,BUY.AX,Bounty Oil & Gas NL,Energy,10964000,1566285714.0,0.007
PVT,PVT.AX,Pivotal Metals Limited,Materials,10957400,547870000.0,0.02
SHE,SHE.AX,Stonehorse Energy Limited,Energy,10951000,684437500.0,0.016
DMC,DMC.AX,Design Milk Co Limited,Communication Services,10887800,36292667.0,0.3
JAV,JAV.AX,Javelin Minerals Limited,Materials,10872200,10872200000.0,0.001
PPY,PPY.AX,Papyrus Australia,Materials,10839200,492690909.0,0.022
HPR,HPR.AX,High Peak Royalties Limited,Energy,10819100,208059615.0,0.052
GUL,GUL.AX,Gullewa Limited,Materials,10767500,195772727.0,0.055
EPX,EPX.AX,EP&T Global Limited,Information Technology,10701900,445912500.0,0.024
BMM,BMM.AX,Balkan Mining and Minerals Limited,Materials,10665100,68807097.0,0.155
GLA,GLA.AX,Gladiator Resources Ltd,Materials,10634300,590794444.0,0.018
KTG,KTG.AX,K-TIG Limited,Industrials,10632600,73328276.0,0.145
ARD,ARD.AX,Argent Minerals Limited,Materials,10610800,1178977778.0,0.009
GTI,GTI.AX,Gratifii Limited,Information Technology,10590100,1323762500.0,0.008
1AD,1AD.AX,AdAlta Limited,Health Care,10558900,502804762.0,0.021
TRU,TRU.AX,Truscreen Group Limited,Health Care,10500600,437525000.0,0.024
LHM,LHM.AX,Land and Homes Group Limited,Real Estate,10493900,1049390000.0,0.01
OAR,OAR.AX,Oar Resources Limited,Materials,10452500,2986428571.0,0.0035
TRI,TRI.AX,TrivarX Limited,Health Care,10448000,337032258.0,0.031
MMC,MMC.AX,Mitre Mining Corporation Limited,Materials,10430500,45350000.0,0.23
HFY,HFY.AX,Hubify Limited,Communication Services,10418900,496138095.0,0.021
AHK,AHK.AX,Ark Mines Ltd,Materials,10383300,45144783.0,0.23
E33,E33.AX,East 33 Limited,Consumer Staples,10381800,519090000.0,0.02
SCL,SCL.AX,Schrole Group Ltd,Information Technology,10358800,35720000.0,0.29
SP8,SP8.AX,StreamPlay Studio Limited,Communication Services,10355600,1150622222.0,0.009
AJQ,AJQ.AX,Armour Energy Limited,Energy,10312000,103120000.0,0.1
NSB,NSB.AX,Neuroscientific Biopharmaceuticals Limited,Health Care,10266900,144604225.0,0.071
CLE,CLE.AX,Cyclone Metals Limited,Materials,10264500,10264500000.0,0.001
AUG,AUG.AX,Augustus Minerals Limited,Materials,10255600,82044800.0,0.125
ICE,ICE.AX,iCetana Limited,Information Technology,10219400,255485000.0,0.04
JCS,JCS.AX,JCurve Solutions,Information Technology,10178600,328341935.0,0.031
OD6,OD6.AX,OD6 Metals Limited,Materials,10177900,55015676.0,0.185
EG1,EG1.AX,Evergreen Lithium Limited,Materials,10121400,56230000.0,0.18
GTE,GTE.AX,Great Western Exploration Limited,Materials,10107900,246534146.0,0.041
LM1,LM1.AX,Leeuwin Metals Ltd,Materials,10076600,44784889.0,0.225
ALM,ALM.AX,Alma Metals Limited,Energy,10026000,1114000000.0,0.009
SVG,SVG.AX,Savannah Goldfields Limited,Materials,10022000,200440000.0,0.05
DCL,DCL.AX,Domacom Limited,Financials,10016500,435500000.0,0.023
GLE,GLE.AX,GLG Corp,Consumer Discretionary,10003500,74100000.0,0.135
NPM,NPM.AX,New Peak Metals Limited,Materials,9995580,9995580000.0,0.001
FOS,FOS.AX,FOS Capital Limited,Industrials,9954140,53806162.0,0.185
RFA,RFA.AX,Rare Foods Australia Ltd,Consumer Staples,9912460,202295102.0,0.049
CUS,CUS.AX,Copper Search Limited,Materials,9911030,90100273.0,0.11
GCX,GCX.AX,GCX Metals Limited,Materials,9902700,235778571.0,0.042
SRZ,SRZ.AX,Stellar Resources Limited,Materials,9883680,1162785882.0,0.0085
Z2U,Z2U.AX,Zoom2u Technologies Limited,Information Technology,9883080,193785882.0,0.051
BPP,BPP.AX,Babylon Pump & Power Limited,Industrials,9878250,2469562500.0,0.004
NSM,NSM.AX,North Stawell Minerals Ltd,Materials,9850410,120126951.0,0.082
AHF,AHF.AX,Australian Dairy Nutritionals Limited,Consumer Staples,9838000,655866667.0,0.015
AUZ,AUZ.AX,Australian Mines Limited,Materials,9809600,754584615.0,0.013
ATH,ATH.AX,Alterity Therapeutics Limited,Health Care,9759590,2439897500.0,0.004
IMI,IMI.AX,Infinity Mining Limited,Materials,9732460,77859680.0,0.125
RNO,RNO.AX,Rhinomed,Health Care,9714470,285719706.0,0.034
ZNO,ZNO.AX,Zoono Group Limited,Materials,9686310,201798125.0,0.048
JREG,JREG.AX,JPMorgan Global Research Enhanced Index Equity Active ETF (Managed Fund) ,Financials,9678400,160000.0,60.49
EXT,EXT.AX,Excite Technology Services Limited,Information Technology,9673930,1209241250.0,0.008
ADS,ADS.AX,Adslot Limited,Information Technology,9673490,3224496667.0,0.003
KFM,KFM.AX,Kingfisher Mining Limited,Materials,9668700,53715000.0,0.18
VSR,VSR.AX,Voltaic Strategic Resources Ltd,Materials,9662080,483104000.0,0.02
ZGL,ZGL.AX,Zicom Group Limited,Industrials,9655200,214560000.0,0.045
FGL,FGL.AX,Frugl Group Limited,Information Technology,9610620,961062000.0,0.01
LDR,LDR.AX,Lode Resources Ltd,Materials,9610570,106784111.0,0.09
GSR,GSR.AX,Greenstone Resources Limited,Materials,9576790,1368112857.0,0.007
EVR,EVR.AX,EV Resources Limited,Materials,9545880,954588000.0,0.01
HCRD,HCRD.AX,BetaShares Interest Rate Hedged Australian Investment Grade Corporate Bond ETF ,Financials,9539670,400658.0,23.81
TRM,TRM.AX,Truscott Mining Corporation,Materials,9535190,173367091.0,0.055
MVL,MVL.AX,Marvel Gold Limited,Materials,9501700,863790909.0,0.011
EXL,EXL.AX,Elixinol Wellness Limited,Consumer Staples,9470160,631344000.0,0.015
N100,N100.AX,Global X US 100 ETF ,Financials,9459000,900000.0,10.51
CNJ,CNJ.AX,Conico Ltd,Materials,9420570,1570095000.0,0.006
RMX,RMX.AX,Red Mountain Mining,Materials,9357520,2673577143.0,0.0035
AUK,AUK.AX,Aumake Limited,Consumer Discretionary,9295370,1859074000.0,0.005
HLX,HLX.AX,Helix Resources Limited,Materials,9292580,2323145000.0,0.004
AM7,AM7.AX,Arcadia Minerals Limited,Materials,9269260,109050118.0,0.085
BCA,BCA.AX,Black Canyon Limited,Materials,9239210,65994357.0,0.14
AJX,AJX.AX,Alexium International Group Limited,Materials,9215600,658257143.0,0.014
ADY,ADY.AX,Admiralty Resources NL,Materials,9125050,1303578571.0,0.007
LSR,LSR.AX,Lodestar Minerals Limited,Materials,9105290,2023397778.0,0.0045
NVU,NVU.AX,Nanoveu Limited,Information Technology,9081490,394847391.0,0.023
AQD,AQD.AX,AusQuest Limited,Materials,9076640,698203077.0,0.013
VTX,VTX.AX,Vertex Minerals Limited,Materials,9049210,62408345.0,0.145
LNU,LNU.AX,Linius Technologies Limited,Information Technology,9044580,4522290000.0,0.002
OLH,OLH.AX,Oldfields Holdings Limited,Industrials,8989020,199756000.0,0.045
AMM,AMM.AX,Armada Metals Limited,Materials,8973540,172568077.0,0.052
1CG,1CG.AX,One Click Group Limited,Industrials,8946320,688178462.0,0.013
OPN,OPN.AX,Openn Negotiation Limited,Industrials,8933440,1116680000.0,0.008
NWM,NWM.AX,Norwest Minerals Limited,Materials,8914660,287569677.0,0.031
ZAG,ZAG.AX,Zuleika Gold Limited,Materials,8891860,523050588.0,0.017
T92,T92.AX,Terra Uranium Limited,Energy,8833420,56989806.0,0.155
KSM,KSM.AX,K2 Australian Small Cap Fund,Financials,8823850,4066290.0,2.17
PEC,PEC.AX,Perpetual Resources Limited,Materials,8820410,630029286.0,0.014
IBG,IBG.AX,Ironbark Zinc Limited,Materials,8800710,1466785000.0,0.006
ESR,ESR.AX,Estrella Resources Limited,Materials,8795360,1465893333.0,0.006
SNG,SNG.AX,Siren Gold Limited,Materials,8742350,158951818.0,0.055
RNX,RNX.AX,Renegade Exploration Limited,Materials,8727510,969723333.0,0.009
BSN,BSN.AX,Basin Energy Limited,Energy,8719200,62280000.0,0.14
APL,APL.AX,Associate Global Partners Limited,Financials,8715760,48420889.0,0.18
RLF,RLF.AX,RLF AgTech Ltd,Materials,8708360,91666947.0,0.095
JAY,JAY.AX,Jayride Group Limited,Industrials,8673140,234409189.0,0.037
RLG,RLG.AX,RooLife Group Ltd,Communication Services,8670700,722558333.0,0.012
OLY,OLY.AX,Olympio Metals Limited,Materials,8585930,63599481.0,0.135
BEE,BEE.AX,Broo Limited,Consumer Staples,8568720,952080000.0,0.009
FHS,FHS.AX,Freehill Mining Limited,Materials,8534400,2844800000.0,0.003
MEL,MEL.AX,Metgasco Limited,Energy,8511090,1063886250.0,0.008
MCT,MCT.AX,Metalicity Limited,Materials,8502170,4251085000.0,0.002
NNL,NNL.AX,Nordic Nickel Limited,Materials,8476700,58460000.0,0.145
X2M,X2M.AX,X2M Connect Limited,Information Technology,8440890,187575333.0,0.045
KOB,KOB.AX,Koba Resources Limited,Materials,8433330,105416625.0,0.08
EPN,EPN.AX,Epsilon Healthcare Limited,Health Care,8409910,300353929.0,0.028
OLI,OLI.AX,Oliver's Real Food Limited,Consumer Discretionary,8373910,440732105.0,0.019
WHK,WHK.AX,WhiteHawk Limited,Information Technology,8333360,320513846.0,0.026
LRL,LRL.AX,Labyrinth Resources Limited,Materials,8312810,1187544286.0,0.007
SPA,SPA.AX,Spacetalk Ltd,Information Technology,8306370,461465000.0,0.018
ACP,ACP.AX,Audalia Resources Limited,Materials,8305630,692135833.0,0.012
AL8,AL8.AX,Alderan Resources Limited,Materials,8301460,1106861333.0,0.0075
SIV,SIV.AX,SIV Capital Limited,Industrials,8286750,53462903.0,0.155
AUN,AUN.AX,Aurumin Limited,Materials,8279520,318443077.0,0.026
GIB,GIB.AX,Gibb River Diamonds Limited,Materials,8248870,211509487.0,0.039
RNT,RNT.AX,Rent.com.au Limited,Communication Services,8242710,515169375.0,0.016
OZZ,OZZ.AX,OZZ Resources Limited,Materials,8235180,92530112.0,0.089
WWG,WWG.AX,Wiseway Group Limited,Industrials,8197400,167293878.0,0.049
PLG,PLG.AX,Pearl Gull Iron Limited,Materials,8181670,204541750.0,0.04
PRS,PRS.AX,Prospech Limited,Materials,8131120,219760000.0,0.037
ID8,ID8.AX,Identitii Limited,Information Technology,8117520,427237895.0,0.019
AWJ,AWJ.AX,Auric Mining Limited,Materials,8113300,130859677.0,0.062
A8G,A8G.AX,Australasian Metals Limited,Materials,8078680,52120516.0,0.155
SW1,SW1.AX,Swift Networks Group Limited,Communication Services,8071220,620863077.0,0.013
GBZ,GBZ.AX,GBM Resources Limited,Materials,8064180,620321538.0,0.013
LPE,LPE.AX,Locality Planning Energy Holdings,Utilities,8017030,178156222.0,0.045
AYLD,AYLD.AX,Global X S&P/ASX 200 Covered Call ETF ,Financials,8010120,800212.0,10.01
POU,POU.AX,BetaShares British Pound ETF,Financials,8005930,422923.0,18.93
VN8,VN8.AX,Vonex Limited,Communication Services,7960230,361828636.0,0.022
NTL,NTL.AX,New Talisman Gold Mines Limited,Materials,7947530,441529444.0,0.018
XGOV,XGOV.AX,VanEck 10+ Year Australian Government Bond ETF ,Financials,7931200,160000.0,49.57
NVO,NVO.AX,Novo Resources Corp,Materials,7887640,43820222.0,0.18
LIO,LIO.AX,Lion Energy Limited,Energy,7865600,436977778.0,0.018
LNR,LNR.AX,Lanthanein Resources Limited,Materials,7851030,1121575714.0,0.007
QMAX,QMAX.AX,BetaShares NASDAQ 100 Yield Maximiser Fund (Managed Fund) ,Financials,7817720,328200.0,23.82
UCM,UCM.AX,Uscom Limited,Health Care,7811880,190533659.0,0.041
PFT,PFT.AX,Pure Foods Tasmania Limited,Consumer Staples,7809650,109995070.0,0.071
FTC,FTC.AX,FinTech Chain Limited,Financials,7809240,650770000.0,0.012
SIT,SIT.AX,Site Group International Limited,Consumer Discretionary,7807470,2602490000.0,0.003
DVL,DVL.AX,Dorsavi Ltd,Health Care,7756600,596661538.0,0.013
NME,NME.AX,Nex Metals Explorations,Materials,7755720,352532727.0,0.022
T88,T88.AX,Taiton Resources Limited,Energy,7728680,51524533.0,0.15
TG1,TG1.AX,TechGen Metals Limited,Materials,7716830,77168300.0,0.1
CXX,CXX.AX,Cradle Resources Limited,Materials,7686030,187464146.0,0.041
MEG,MEG.AX,Megado Minerals Limited,Materials,7633670,254455667.0,0.03
GDM,GDM.AX,Great Divide Mining Ltd,Materials,7630000,27250000.0,0.28
ODE,ODE.AX,Odessa Minerals Limited,Materials,7576900,947112500.0,0.008
MKL,MKL.AX,Mighty Kingdom Limited,Communication Services,7566650,420369444.0,0.018
KNO,KNO.AX,Knosys Limited,Information Technology,7564850,216138571.0,0.035
PLN,PLN.AX,Pioneer Lithium Limited,Materials,7532620,28424981.0,0.265
AUE,AUE.AX,Aurum Resources Limited,Materials,7482500,36500000.0,0.205
HPC,HPC.AX,The Hydration Pharmaceuticals Company Limited,Consumer Staples,7429220,247640667.0,0.03
ENX,ENX.AX,Enegex Limited,Materials,7378320,368916000.0,0.02
CHW,CHW.AX,Chilwa Minerals Limited,Materials,7340000,45875000.0,0.16
SER,SER.AX,Strategic Energy Resources,Materials,7287230,485815333.0,0.015
LYN,LYN.AX,Lycaon Resources Limited,Materials,7269280,44056242.0,0.165
FRE,FRE.AX,Firebrick Pharma Limited,Health Care,7264910,113514219.0,0.064
GLH,GLH.AX,Global Health Limited,Health Care,7256190,58049520.0,0.125
MXO,MXO.AX,Motio Limited,Communication Services,7241360,268198519.0,0.027
YAR,YAR.AX,Yari Minerals Limited,Materials,7235370,482358000.0,0.015
DLM,DLM.AX,Dominion Minerals Limited,Materials,7227220,225850625.0,0.032
AN1,AN1.AX,Anagenics Limited,Consumer Staples,7196780,378777895.0,0.019
CAQ,CAQ.AX,CAQ Holdings Limited,Real Estate,7177860,717786000.0,0.01
DTI,DTI.AX,DTI Group,Information Technology,7176820,448551250.0,0.016
BEX,BEX.AX,BikeExchange Limited,Consumer Discretionary,7163150,1432630000.0,0.005
